dataset,id,question,question_type,difficulty,gold_answer,relevant_chunk_ids,generated_answer,retrieved_chunk_ids,mode,intent,num_sources,latency_ms,self_eval_pass,self_eval_relevance,self_eval_faithfulness,self_eval_completeness,self_eval_reason,ref_match,ref_match_reason,hit@3,precision@3,recall@3,mrr@3,ndcg@3,hit@5,precision@5,recall@5,mrr@5,ndcg@5,hit@7,precision@7,recall@7,mrr@7,ndcg@7
rag_evaluation_dataset,baiviet_all_chunks_simple_042,Thời gian nghỉ Tết Dương lịch năm 2026 tại Đại học Bách khoa Hà Nội là từ ngày nào đến ngày nào?,simple,easy,Nghỉ từ thứ 5 ngày 01/01/2026 đến hết chủ nhật ngày 04/01/2026.,78cf807d-0e3e-4781-a9a1-ce3570f1faf1,"Theo thông báo từ Đại học Bách khoa Hà Nội, thời gian nghỉ Tết Dương lịch năm 2026 như sau:

- **Thời gian nghỉ**: từ **Thứ Năm, ngày 01/01/2026** đến hết **Chủ Nhật, ngày 04/01/2026**.
- Lịch làm bù: hoạt động hành chính và giảng dạy của ngày **Thứ Sáu (02/01/2026)** được hoán đổi sang **Thứ Bảy (10/01/2026)** – áp dụng cho các lớp có thời khóa biểu vào ngày này. Các lớp thứ Bảy ngày 03/01 và 10/01 sẽ do giảng viên chủ động bố trí dạy bù.

Thông tin chi tiết có thể xem [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=46596).","/ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=46596,/library.hust.edu.vn/vi/node/1376,/hust.com.vn/hust-viet-nam-thong-bao-lich-nghi-tet-duong-lich-2026.html,c7231541-9cfd-40fe-b795-c457f23ea9cd,38d83e84-a322-45da-872c-02b7e6f25eb8,402b0654-d74b-4465-b6d6-7475ad2e16fd",rag_v2,rag,6,37354.52,True,good,grounded,complete,"Câu trả lời chính xác, đầy đủ và dựa hoàn toàn vào ngữ cảnh được cung cấp.",correct,"Câu trả lời đã cung cấp chính xác thông tin về thời gian nghỉ Tết Dương lịch 2026 trùng khớp với đáp án tham khảo, đồng thời bổ sung thêm thông tin chi tiết về lịch làm bù.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ELITECH,chunks_001_simple_007,CNTT Việt-Nhật yêu cầu chuẩn tiếng Nhật nào?,simple,easy,JLPT N3,50de962d-960e-4575-a247-432f0806cc82,Chương trình CNTT Việt-Nhật yêu cầu chuẩn tiếng Nhật đầu ra trình độ **N3** (JLPT) hoặc đạt toàn bộ các học phần tiếng Nhật tương đương (theo quy định cụ thể cho từng khóa).,"50de962d-960e-4575-a247-432f0806cc82,c5b4362d-53ba-4584-aafe-609e87d36808,be784e43-a586-4bae-a895-869eb1a2b05a,554c02b9-5ec3-441a-924c-49bf5e34bfe9,31b3a226-d38b-4c25-a2f4-c5aca7984c14,4017170b-cb68-4dd8-a42b-247851257060,3815b690-92fc-4c4f-be68-1d7fc7899b38",rag_v2,rag,7,22978.57,True,good,grounded,complete,"Câu trả lời phản ánh đúng thông tin từ ngữ cảnh về yêu cầu chuẩn N3 đối với chương trình CNTT Việt-Nhật, đồng thời đề cập đến phương án thay thế là hoàn thành các học phần tiếng Nhật tương đương.",correct,"Câu trả lời đã nêu đúng yêu cầu chuẩn N3 (JLPT) và bổ sung thêm thông tin chi tiết về cách đạt chuẩn, không làm sai lệch thông tin chính.",1.0,0.3333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1429,1.0,1.0,1.0
rag_evaluation_dataset_ELITECH,chunks_001_simple_014,Sinh viên PFIEV cần đạt chuẩn tiếng Pháp nào?,simple,easy,DELF B1,26e290ff-48bf-4531-8e3d-4e6eb8cfb297,"Tùy theo khóa nhập học, chuẩn tiếng Pháp yêu cầu với sinh viên chương trình PFIEV có sự khác nhau. Dưới đây là các mốc yêu cầu theo từng nhóm khóa:

**1. Khóa K65, K66, K67** (theo Quyết định QD_NN_DHCQ-2020-2021-1501 – Bảng 7.3):  
- Xét nhận đồ án/khóa luận tốt nghiệp: **DELF B1 hoặc TOEIC 500**.  
- Khi xét tốt nghiệp: **DELF B1 và TOEIC 600**.

**2. Khóa K68, K69** (theo Quyết định QD_ngoai_ngu_tu_K68_CQ_final – Bảng 7.3):  
- Xét nhận Đồ án tốt nghiệp cử nhân: **DELF B1 hoặc TOEIC 500**.  
- Xét tốt nghiệp cử nhân: **DELF B1 và TOEIC 500**.  
- Xét tốt nghiệp kỹ sư chuyên sâu đặc thù: **DELF B2 hoặc VSTEP tương ứng Bậc 4**.

**3. Khóa K70 trở đi** (theo Quyết định 06__Quy_định_ngoại_ngữ_từ_K70_chính_quy_final – Bảng 5.2):  
- Chuẩn đầu ra xét tốt nghiệp cử","de789d2b-26a8-4db4-89ec-5282810512e7,29f052b7-36c2-45c4-8400-46c2737d02a9,b04221a2-0d1a-429a-bbab-67867e8d1215,08a8bb6e-240d-4b80-b852-a5d8f4fbe231,2e9408a7-caf1-48f5-be5c-141ef26e562e,f46b63f1-bb52-45c4-b6f8-6c5a69bc03f7,ad7f1ea8-9539-4fa0-9078-a35eaf02a8e0",rag_v2,rag,7,51340.07,False,good,hallucinated,incomplete,"Câu trả lời bịa đặt thông tin về chuẩn TOEIC/VSTEP/Bậc 4 không có trong ngữ cảnh cung cấp. Ngoài ra, câu trả lời bị cắt ngang giữa chừng (incomplete) và thông tin về chuẩn đầu ra cho các khóa K65-K69 không được tìm thấy trong các đoạn ngữ cảnh được trích dẫn.",correct,"The generated answer provides a more detailed and accurate breakdown of the requirements based on specific cohorts, which encompasses the DELF B1 requirement mentioned in the reference answer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ELITECH,chunks_001_simple_021,Điều kiện xét chuẩn tiếng Anh đầu ra là gì?,simple,easy,Chứng chỉ còn hiệu lực và đủ mức quy đổi,62e638d3-744a-451f-bf9f-ba21910b9635,"Điều kiện xét chuẩn tiếng Anh đầu ra phụ thuộc vào **chương trình đào tạo (CTĐT) cụ thể** của sinh viên. Theo **Điều 5** của Quy định ngoại ngữ từ K70, yêu cầu chuẩn đầu ra được quy định riêng cho từng CTĐT tại các Phụ lục tương ứng. Ngoài ra, chứng chỉ tiếng Anh phải đánh giá đủ 4 kỹ năng (nghe, nói, đọc, viết) và còn hiệu lực trong vòng 2 năm tính đến thời điểm xét.

Dưới đây là tóm tắt điều kiện xét tốt nghiệp cho một số nhóm chương trình (theo tài liệu cho K68, K69):

- **Chương trình chuẩn (Phụ lục 3, Bảng 3.2):** Đạt tối thiểu **Bậc 3.1** theo Khung năng lực ngoại ngữ 6 bậc Việt Nam (hoặc tương đương).
- **Chương trình Tài năng (Phụ lục 4):** Không quy định riêng điều kiện xét tốt nghiệp trong bảng, nhưng điều kiện xét nhận đồ án/khóa luận tốt nghiệp yêu cầu tối thiểu **Bậc 3.2**.
- **Chương trình tiên tiến Elitech (Phụ lục 5, Bảng 5.2):** Đạt **IELTS 5.5** hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng.
- **Chương trình hợp tác quốc tế (Phụ lục 6, Bảng 6.2):** Đạt **IELTS 5.5** hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng (không áp dụng với chương trình hợp tác với Đại học TROY, Hoa Kỳ).

Vì câu hỏi chưa nêu rõ ngành/chương trình của bạn, bạn có thể cho biết bạn học chương trình nào (chuẩn, tài năng, Elitech, hợp tác quốc tế, hay ngành cụ thể) để tôi trả lời chính xác hơn.","930e63ee-8533-412a-95ed-967bac30208c,7b653b5b-d25b-41e4-8849-c24b2fcdc63e,a53edad8-7533-49d8-ba03-b33725bde4dc,0fc121e1-e9b8-49b1-ae89-f4265ce3087f,3405d3b5-d35f-4a39-ad58-362ceb51a44e,880b1a8b-047e-4b22-bebf-5d3232d90283,cc76675a-03f2-4ce9-bd63-e3505995581a",rag_v2,rag,7,39840.6,False,good,hallucinated,complete,"Trợ lý đã đưa ra thông tin về 'Chương trình chuẩn (Phụ lục 3, Bảng 3.2)' và 'Chương trình Tài năng (Phụ lục 4)' với các mức Bậc 3.1, 3.2, trong khi các phụ lục này hoàn toàn không có trong ngữ cảnh được cung cấp. Việc tự ý đưa thêm thông tin không có trong ngữ cảnh là vi phạm quy tắc về tính trung thực (faithfulness).",correct,The generated answer provides a more comprehensive and accurate explanation of the requirements (validity and specific proficiency levels based on programs) compared to the brief reference answer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ELITECH,chunks_001_simple_022,Kết quả thi nội bộ dùng để làm gì?,simple,easy,Xác định đạt chuẩn đầu ra,62e638d3-744a-451f-bf9f-ba21910b9635,"Kết quả thi tiếng Anh nội bộ của Trường Đại học Bách khoa Hà Nội được dùng để:

- Xác định việc đạt **chuẩn tiếng Anh đầu ra** (theo ELITECH_K62_K64 và QD_NN_DHCQ-2020-2021-1501).
- **Xét điều kiện chuẩn ngoại ngữ theo tín chỉ tích lũy** (theo QD_NN_DHCQ-2020-2021-1501, Điều 4).
- **Cấp Chứng nhận tiếng Anh nội bộ** nếu đạt điểm TOEIC từ 500 trở lên (theo chuan_tieng_anh_k63_k64).

Kết quả thi nội bộ có giá trị trong **2 năm** kể từ ngày thi.","62e638d3-744a-451f-bf9f-ba21910b9635,cc76675a-03f2-4ce9-bd63-e3505995581a,a518a642-cf7f-46f9-bb00-97a3d6f9de7a,/clc.hust.edu.vn/thu-tuc-xac-thuc-ket-qua-va-cac-chung-chi-quoc-te-quoc-gia,/clc.hust.edu.vn/ket-qua-thi-tieng-anh-noi-bo-va-thu-tuc-lam-giay-chung-nhan,/clc.hust.edu.vn/faqs-mot-cau-hoi-thuong-gap",rag_v2,rag,6,50359.1,True,good,grounded,complete,"Câu trả lời chính xác, đầy đủ và dựa hoàn toàn vào các tài liệu được cung cấp trong ngữ cảnh.",correct,The generated answer includes the core information from the reference answer (determining the English exit requirement) while providing additional relevant context and details.,1.0,0.3333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1429,1.0,1.0,1.0
rag_evaluation_dataset_ELITECH,chunks_001_multihop_003,Sinh viên cần đáp ứng gì để được công nhận chuẩn tiếng Anh?,multi_hop,medium,Tổng hợp từ nhiều chunk.,"26e290ff-48bf-4531-8e3d-4e6eb8cfb297,62e638d3-744a-451f-bf9f-ba21910b9635","Sinh viên cần đáp ứng các yêu cầu về chuẩn tiếng Anh tùy theo **khóa học** và **chương trình đào tạo** (chuẩn hay Elitech). Dưới đây là thông tin từ tài liệu:

### 1. Khóa K63, K64 (chương trình chuẩn)
- **Chuẩn đầu ra:** Đạt điểm TOEIC **500** (qua thi nội bộ hoặc chứng chỉ quốc tế tương đương).
- **Yêu cầu theo tín chỉ tích lũy:**
  - 0–63 TC: Hoàn thành 2 học phần tiếng Anh cơ bản (FL1100, FL1101).
  - Từ 64","c788754c-50b2-4f77-b454-da84817e116e,92d8e047-8bb5-4660-93e7-681e3804d5ee,b73dd4e6-4708-4783-9e17-b5fa5ba98fdb,cc76675a-03f2-4ce9-bd63-e3505995581a,62e638d3-744a-451f-bf9f-ba21910b9635,fb559e62-7fd5-415c-860a-ca19d9c5a5fd,a518a642-cf7f-46f9-bb00-97a3d6f9de7a",rag_v2,rag,7,52066.24,False,good,grounded,incomplete,"Câu trả lời bị cắt ngang giữa chừng ở phần liệt kê yêu cầu tín chỉ, chưa hoàn thiện nội dung và chưa bao quát đầy đủ các thông tin có trong ngữ cảnh (như quy định cho K68, K69).",incorrect,"The generated answer is incomplete (cuts off mid-sentence) and the reference answer provided is just a placeholder text, making it impossible to verify the accuracy of the content.",0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.2,0.2372,1.0,0.1429,0.5,0.2,0.2372
rag_evaluation_dataset_ELITECH,chunks_001_multihop_005,CNTT Việt-Nhật và ICT khác nhau thế nào?,multi_hop,medium,Tổng hợp từ nhiều chunk.,"26e290ff-48bf-4531-8e3d-4e6eb8cfb297,62e638d3-744a-451f-bf9f-ba21910b9635","Chào bạn, dưới đây là sự khác biệt cơ bản giữa chương trình Công nghệ thông tin Việt-Nhật và chương trình ICT tại Đại học Bách khoa Hà Nội dựa trên các quy định đào tạo:

**1. Về ngoại ngữ chính:**
*   **Công nghệ thông tin Việt-Nhật:** Ngoại ngữ chính là **tiếng Nhật**. Chương trình yêu cầu chuẩn đầu ra tiếng Nhật tối thiểu trình độ **N3** (theo kỳ thi JLPT hoặc chứng chỉ tương đương). Sinh viên được đào tạo hệ thống các học phần tiếng Nhật từ cơ bản đến chuyên ngành kỹ thuật.
*   **Công nghệ thông tin ICT (Global ICT):** Ngoại ngữ chính là **tiếng Anh**.

**2. Về vị trí trong hệ thống đào tạo:**
*   Cả hai chương trình đều thuộc nhóm các chương trình đào tạo đặc biệt (ELITECH) tại Trường Đại học Bách khoa Hà Nội, cùng chịu sự điều chỉnh của các quy định chung dành cho sinh viên các chương trình tiên tiến, chất lượng cao và hợp tác quốc tế.

**3. Mục tiêu đào tạo:**
*   **Công nghệ thông tin Việt-Nhật:** Tập trung đào tạo cử nhân CNTT có khả năng làm việc trong môi trường đa ngành và quốc tế, đặc biệt là cơ hội làm việc tại Nhật Bản hoặc các công ty Nhật Bản tại Việt Nam nhờ lợi thế về ngôn ngữ và văn hóa Nhật.
*   **Công nghệ thông tin ICT:** Là chương trình đào tạo theo chuẩn quốc tế với ngôn ngữ giảng dạy và làm việc chủ đạo là tiếng Anh.

Nếu bạn cần thông tin chi tiết hơn về cấu trúc chương trình học cụ thể hoặc các chính sách tuyển sinh/chuyển đổi, bạn nên liên hệ trực tiếp với **Phòng Đào tạo** hoặc **Viện Công nghệ Thông tin và Truyền thông** để được tư vấn chính xác nhất.","7b2eb5f9-3dec-4d51-aea3-7b7205b1a9a6,9d21412b-50a6-4a46-9fad-ce8e4555b450,86b35d2d-3005-4d4c-9ce3-bdcf9a4a3ccb,290b4102-1a2b-4e77-9bd9-528fd5616624,648800ef-6f78-4f14-b25d-0f6e15270055,50de962d-960e-4575-a247-432f0806cc82,3815b690-92fc-4c4f-be68-1d7fc7899b38,a8961a31-b1bd-4d13-8861-95cf188d42ee,13188ea5-14f5-536d-8231-68e47ae637ab,c5b4362d-53ba-4584-aafe-609e87d36808,4017170b-cb68-4dd8-a42b-247851257060,99613efb-4623-4afe-ac23-3949f590f792,648800ef-6f78-4f14-b25d-0f6e15270055,e1c2cc6d-e4b3-4d92-a8c0-466111fa1706,682b6218-f719-44d9-adb0-00963dd3cfaa,8350aa19-8fb7-44ee-ada6-811dec9d61b4,dacc81ab-5bc6-42a2-8d22-efd5f453ec71,cb42bb0e-97ed-4b1e-850d-06c585837905,86464b0a-4bc5-4ae1-a161-dc708a5e88c5,5fcc84bc-744d-45a1-967b-21bfe15e9605,37016185-6577-4ab2-9424-0563bd2509cb",agent,complex,21,21314.55,False,good,partially_grounded,partial,"Câu trả lời có nhắc đến thông tin về tiếng Anh của chương trình ICT, tuy nhiên thông tin này không có trong ngữ cảnh được cung cấp. Mặc dù ngữ cảnh xác nhận cả hai đều là chương trình đặc biệt, việc khẳng định ICT dùng tiếng Anh là thông tin bên ngoài (hallucinated so với ngữ cảnh). Ngoài ra, ngữ cảnh chỉ cung cấp chi tiết về chương trình Việt-Nhật, không có thông tin so sánh cụ thể về ICT.",correct,"The generated answer provides a clear and accurate comparison between the two programs, whereas the reference answer was empty/placeholder text.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ELITECH,chunks_001_multihop_008,Điều kiện tốt nghiệp của các CTĐB có điểm chung gì?,multi_hop,medium,Tổng hợp từ nhiều chunk.,"26e290ff-48bf-4531-8e3d-4e6eb8cfb297,62e638d3-744a-451f-bf9f-ba21910b9635","Chào bạn, dựa trên các quy định đào tạo của Đại học Bách khoa Hà Nội, các chương trình đào tạo (bao gồm cả các chương trình đặc thù/chất lượng cao) có những điểm chung về điều kiện tốt nghiệp như sau:

1.  **Cấu trúc chương trình:** Các chương trình đều được xây dựng theo đơn vị tín chỉ, quy định rõ khối lượng học tập tối thiểu (ví dụ: 132 tín chỉ đối với bậc cử nhân) và kế hoạch đào tạo chuẩn.
2.  **Chuẩn đầu ra:** Sinh viên phải đạt được các chuẩn về kiến thức chuyên môn, kỹ năng (làm việc nhóm, giao tiếp, ngoại ngữ) và thái độ (đạo đức nghề nghiệp, ý thức học tập suốt đời).
3.  **Yêu cầu bắt buộc chung:**
    *   **Giáo dục quốc phòng - an ninh và Giáo dục thể chất:** Sinh viên phải có chứng chỉ theo quy định chung của Bộ Giáo dục và Đào tạo.
    *   **Chính trị:** Đạt trình độ lý luận chính trị theo chương trình quy định.
4.  **Yêu cầu về ngoại ngữ:** Các chương trình đều có quy định cụ thể về chuẩn ngoại ngữ (ví dụ: chứng chỉ tiếng Anh như IELTS hoặc các yêu cầu về tiếng Pháp đối với chương trình PFIEV/Việt-Pháp) để xét tốt nghiệp.
5.  **Nội dung chương trình:** Mỗi chương trình đều quy định rõ các học phần bắt buộc, điều kiện thực hiện chương trình và cách thức đánh giá kết quả học tập.

**Lưu ý:** Tùy vào từng chương trình cụ thể (như PFIEV, chương trình tiên tiến, Elitech...), sẽ có các yêu cầu bổ sung riêng biệt về chứng chỉ ngoại ngữ hoặc các học phần chuyên biệt. Bạn nên tham khảo chi tiết trong chương trình đào tạo của ngành mình hoặc liên hệ Phòng Đào tạo để được hướng dẫn cụ thể cho trường hợp của bạn.","6381c6e7-76fa-430e-b855-24e7c33898bb,59e525d1-7c1a-40cd-be14-8f86a7a365c1,1fec193d-7ca1-4258-b67b-7b721bc94853,08a8bb6e-240d-4b80-b852-a5d8f4fbe231,e5f9f577-740f-40c6-9190-e4d675bc911e,67a584ec-473f-4143-9d65-bc2c9f232fc1,469aca08-b8f6-466e-a566-855759fb6b40,7996ce7e-276d-47a6-862b-0c2331119a6d,a6818530-a5d7-4594-87b3-4f3d7895f49d,09ff7aba-cb49-48f9-b0bb-e7528080b1d4,47805b4c-a3e4-44f2-86bd-8598964a884a,82da5049-7248-407e-8a23-e7ffac6b52a4,b9703893-d747-4bb3-8f84-069daa4db1bd",agent,complex,13,12760.84,False,good,hallucinated,partial,"Câu trả lời đưa ra nhiều thông tin về điều kiện tốt nghiệp (như Giáo dục quốc phòng, Giáo dục thể chất, lý luận chính trị, chuẩn ngoại ngữ cụ thể) không có trong ngữ cảnh được cung cấp. Ngữ cảnh chỉ đề cập đến việc CTĐT quy định điều kiện tốt nghiệp nói chung và một số yêu cầu ngoại ngữ cụ thể cho chương trình PFIEV/Việt-Pháp, không liệt kê các điều kiện tốt nghiệp chung cho tất cả các chương trình như câu trả lời đã nêu.",correct,"The generated answer provides a comprehensive and accurate summary of the common graduation requirements for special programs, which aligns with the expected information despite the reference answer being a placeholder.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ITE7_fix_chunks,ITE7_fix_chunks_multi_hop_001,"So với tổng khối lượng kiến thức toàn khóa của chương trình Công nghệ thông tin toàn cầu (IT-E7), chuẩn đầu ra 2.3.3 yêu cầu trình độ tiếng Anh nào, và đây là yêu cầu của chương trình bao nhiêu tín chỉ?",multi_hop,medium,"Chuẩn đầu ra 2.3.3 của chương trình IT-E7 yêu cầu sinh viên đạt kỹ năng tiếng Anh hiệu quả trong công việc, tối thiểu TOEIC 650 điểm. Đây là yêu cầu của chương trình có khối lượng kiến thức toàn khóa 133 tín chỉ.","a434c1c5-656c-46d4-87d9-cf0d59ec38c5,2ffccdea-96f5-4aaa-9581-779b983f9476","Chào bạn, về câu hỏi của bạn liên quan đến chương trình Công nghệ thông tin toàn cầu (IT-E7), tôi xin cung cấp thông tin như sau:

1. **Về chương trình đào tạo:** Chương trình Công nghệ thông tin toàn cầu (IT-E7) có tổng khối lượng kiến thức toàn khóa là **133 tín chỉ**.

2. **Về chuẩn đầu ra 2.3.3 và yêu cầu tiếng Anh:** Tôi không tìm thấy thông tin cụ thể về nội dung ""chuẩn đầu ra 2.3.3"" trong tài liệu hiện có.

Tuy nhiên, đối với chương trình **Global ICT (IT-E7)**, quy định chung về ngoại ngữ chính yêu cầu là **Tiếng Anh**. Nếu bạn cần xác nhận chính xác về nội dung chuẩn đầu ra 2.3.3, vui lòng liên hệ trực tiếp với Phòng Đào tạo hoặc Viện Công nghệ thông tin và Truyền thông để được giải đáp chi tiết.","40852fba-6e9d-4c21-a405-55e2dea22587,14a3bbdd-a8ca-4711-9f02-985bf908186c,e1c2cc6d-e4b3-4d92-a8c0-466111fa1706,29f052b7-36c2-45c4-8400-46c2737d02a9,2744defe-51d8-4c3b-967c-81c3a37f2e91,99613efb-4623-4afe-ac23-3949f590f792,98115d2d-4153-46bc-bd1d-00a1e80402f8,2ffccdea-96f5-4aaa-9581-779b983f9476,4048c721-2b2a-4a78-b11e-479490cef9b1,9da3748a-e009-4e5f-8980-f4dc201925e9",agent,complex,10,12614.63,False,partial,hallucinated,incomplete,"Trợ lý đã bịa đặt thông tin về tổng khối lượng kiến thức của chương trình IT-E7 là 133 tín chỉ vì thông tin này không có trong ngữ cảnh được cung cấp. Ngoài ra, ngữ cảnh không chứa thông tin về chuẩn đầu ra 2.3.3.",partial,The generated answer correctly identifies the total number of credits (133) but fails to provide the specific information regarding the English proficiency requirement (TOEIC 650) associated with the requested output standard.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rag_evaluation_dataset_ITE7_fix_chunks,ITE7_fix_chunks_multi_hop_003,"Trong chương trình Công nghệ thông tin toàn cầu (IT-E7), trước khi học IT3312E – Data Structures and Algorithms, sinh viên cần hoàn thành học phần nhập môn ngành nào, và học phần đó có tỷ lệ đánh giá như thế nào?",multi_hop,medium,Sinh viên cần hoàn thành học phần tiên quyết IT2110 – Nhập môn công nghệ thông tin và truyền thông (cùng với IT3210) trước khi học IT3312E. Học phần IT2110 có tỷ lệ đánh giá 30% quá trình và 70% thi.,"b7d2b326-c86b-4fcf-8e2d-d8306836b6d9,428552e0-1ba2-49e2-ae97-df986de9e215","Chào bạn, dựa trên thông tin chương trình đào tạo ngành Công nghệ thông tin toàn cầu (IT-E7), tôi xin giải đáp thắc mắc của bạn như sau:

Để học phần **IT3312E – Data Structures and Algorithms**, sinh viên cần hoàn thành các học phần tiên quyết là:
*   **IT2110 – Nhập môn công nghệ thông tin và truyền thông**
*   **IT3210 – C Programming Language**

**Tỷ lệ đánh giá của học phần IT2110:**
*   30% Quá trình + 70% Thi.

*(Lưu ý: Học phần IT3210 có tỷ lệ đánh giá là 30% Quá trình + 70% Thi).*

Nếu cần xác nhận thêm về lộ trình học tập hoặc các quy định liên quan, bạn vui lòng liên hệ trực tiếp với Phòng Đào tạo để được hỗ trợ chính thức.","33589f5b-8a52-422e-bef8-03fa2e6cfee8,7d206a5c-6475-4181-9b47-b60dbcf52652,4bd17249-b7e5-4ce4-b3ae-ef4b2d0b4102,aba48ad3-e90d-4e12-afe6-6f76b5cf3db3,3c044719-5870-42ae-85af-32dcf5a7f3a8,b7d2b326-c86b-4fcf-8e2d-d8306836b6d9,876c1ac5-4b1b-48f3-a721-fa8b08f87618,aac29927-4c74-45fe-a8de-dbb2280c47ae,73b7dd34-a90d-49e5-8b06-de376bd48412,b62c9a4d-ce56-4628-bc85-cd2bcd0444df,261628b2-d41e-41f6-a6c1-f125f43c40cc,33589f5b-8a52-422e-bef8-03fa2e6cfee8",agent,complex,12,13420.63,True,good,grounded,complete,"Câu trả lời chính xác, đầy đủ và dựa hoàn toàn vào ngữ cảnh được cung cấp. Trợ lý đã xác định đúng học phần tiên quyết cho IT3312E và cung cấp tỷ lệ đánh giá của học phần nhập môn liên quan (IT2110).",correct,Câu trả lời đã cung cấp đầy đủ và chính xác thông tin về học phần tiên quyết cũng như tỷ lệ đánh giá của học phần IT2110 theo yêu cầu.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1429,0.5,0.1667,0.2184
rag_evaluation_dataset_k63_k64,chunks_001_simple_001,Quy định này áp dụng cho sinh viên khóa nào?,simple,easy,K63 và K64,43dc8f77-a8cb-4250-9ff4-57163f5c21de,"Dựa trên các tài liệu tham khảo, có nhiều quy định ngoại ngữ khác nhau, mỗi quy định áp dụng cho các khóa sinh viên khác nhau. Cụ thể:

- **Quy định ngoại ngữ mới nhất (văn bản `06__Quy_định_ngoại_ngữ_từ_K70_chính_quy_final`)**: Áp dụng cho sinh viên khóa **70 trở về sau** (theo Điều 7, hiệu lực từ học kỳ 1 năm 2025-2026).
- **Quy định cho chương trình ELITECH (văn bản `ELITECH_K62_K64`)**: Áp dụng cho sinh viên các chương trình đặc biệt (ĐTTN, KSCLC, Tiên tiến, CNTT Việt-Nhật, ICT) thuộc khóa **K62, K63, K64**.
- **Quy định chuẩn tiếng Anh cho khóa K63, K64 hệ chính quy chuẩn (văn bản `chuan_tieng_anh_k63_k64`)**: Áp dụng cho sinh viên đại học hệ chính quy khóa **63 và 64** (không áp dụng cho ngành Ngôn ngữ Anh và chương trình ELITECH).
- **Quy định phân loại trình độ đầu vào và chuẩn ngoại ngữ (văn bản `QD_NN_DHCQ-2020-2021-1501`)**: Áp dụng cho sinh viên đại học hệ chính quy **không thuộc ngành Ngôn ngữ Anh**, dựa trên tên file và nội dung thường áp dụng cho các khóa **K65, K66, K67** (theo danh mục trong ""Các Quy định và Biểu mẫu thường dùng"").
- **Các quy định khác theo ""Các Quy định và Biểu mẫu thường dùng""**:  
  - Khóa K68: [xem tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=43411)  
  - Khóa K65: [xem tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=38018)  
  - Khóa K63 & K64 chuẩn: [xem tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=35493)  
  - ELITECH K62-K64: [xem tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=35495)

Vì câu hỏi chưa xác định quy định cụ thể nào, bạn vui lòng cho biết bạn đang hỏi về quy định ngoại ngữ dành cho khóa nào (ví dụ: K70, K68, K65, hay chương trình ELITECH) để tôi trả lời chính xác.","4825815f-a9cb-477c-846e-52bd2209a149,cb4b2379-702a-44c1-a6cd-1dfa3c97350f,648800ef-6f78-4f14-b25d-0f6e15270055,43dc8f77-a8cb-4250-9ff4-57163f5c21de,89728544-bace-5b19-8837-acb52cc8364e,b5e56233-0562-4f16-b606-807e4f5cf8e0,2bec3c2d-f6ae-438a-9073-0f73ac26c3d7",rag_v2,rag,7,48725.73,False,good,hallucinated,complete,"Trợ lý đã đưa ra thông tin về các khóa K65, K66, K67 và các đường dẫn liên kết ngoài, đây là các thông tin không có trong ngữ cảnh được cung cấp. Việc tự ý đưa thêm thông tin bên ngoài làm vi phạm tính trung thực (faithfulness).",correct,"The generated answer correctly identifies that the regulation for K63 and K64 exists and provides the relevant information, while also clarifying that there are multiple regulations for different cohorts.",0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.25,0.4307,1.0,0.1429,1.0,0.25,0.4307
