id,source_dataset,query,gold_answer,chatbot generated answer,qldt generated answer,eval,eval_reason
Khung-DGRL-2020-2021_multi_hop_006,Khung-DGRL-2020-2021_rag_eval_dataset,Một sinh viên có GPA từ 2.0 đến dưới 2.5 nhưng vi phạm quy chế thi từ mức cảnh cáo trở lên thì được cộng và bị trừ bao nhiêu điểm rèn luyện tương ứng với hai trường hợp này?,"Sinh viên có 2.0 ≤ GPA < 2.5 được cộng 14 điểm cho kết quả học tập, đồng thời vi phạm quy chế thi từ cảnh cáo trở lên bị trừ 10 điểm.","Dựa trên các tài liệu cung cấp, việc tính điểm rèn luyện cho sinh viên trong trường hợp bạn nêu như sau:

**1. Điểm cộng (theo Hướng dẫn tổ chức đánh giá kết quả rèn luyện):**
*   Với kết quả GPA ở mức 2.0, sinh viên được cộng **14 điểm**.

**2. Điểm trừ (theo các tài liệu về Khung đánh giá kết quả rèn luyện):**
*   Đối với hành vi vi phạm quy chế thi từ mức cảnh cáo trở lên, sinh viên bị trừ **10 điểm**.

**Lưu ý:**
*   Các tài liệu cung cấp đưa ra hai mức ""Tổng điểm trừ tối đa"" khác nhau (-50 điểm và -110 điểm), tuy nhiên mức trừ cụ thể cho hành vi ""Vi phạm quy chế thi từ cảnh cáo trở lên"" đều thống nhất là **-10 điểm**.
*   Để đạt được các điểm cộng khác, sinh viên cần đáp ứng thêm các tiêu chí về tiến độ ngoại ngữ, kế hoạch học tập, tham gia sinh hoạt chính trị (SHCD), họp lớp, tuân thủ kỷ luật học tập và làm bài kiểm tra quy chế. Bạn có thể xem chi tiết tại trang thông tin của Nhà trường.",,,
Khung-DGRL-2020-2021_multi_hop_007,Khung-DGRL-2020-2021_rag_eval_dataset,"Sinh viên nắm vững quy định và quy chế của Nhà trường, đồng thời là cán bộ Tổ/Đội/CLB, Lớp, Đoàn - Hội, Chi bộ hoàn thành xuất sắc nhiệm vụ được tập thể công nhận thì được cộng tổng cộng bao nhiêu điểm rèn luyện cho hai tiêu chí này?","Nắm vững quy định và quy chế của Nhà trường được cộng 6 điểm, cán bộ Tổ/Đội/CLB, Lớp, Đoàn - Hội, Chi bộ hoàn thành xuất sắc nhiệm vụ được tập thể công nhận được cộng thêm 6 điểm, tổng cộng được cộng 12 điểm.","Chào bạn, dựa trên quy định về đánh giá điểm rèn luyện (ĐRL) của Nhà trường, việc cộng điểm cho hai nội dung bạn hỏi được quy định như sau:

1.  **Nắm vững quy định và quy chế của Nhà trường:** Được cộng **6 điểm** (thuộc mục Tham gia các hoạt động bắt buộc trong Tiêu chí 2 về ý thức tổ chức kỷ luật).
2.  **Cán bộ Tổ/Đội/CLB, Lớp, Đoàn - Hội, Chi bộ hoàn thành xuất sắc nhiệm vụ:** Được cộng **6 điểm** (thuộc mục Tham gia công tác cán bộ trong Tiêu chí 3 về hoạt động chính trị, xã hội, văn hóa, thể thao).

Như vậy, tổng cộng bạn sẽ được cộng **12 điểm** cho hai tiêu chí này.

Nếu cần xác nhận chính thức về việc áp dụng các tiêu chí này cho trường hợp cụ thể của mình, bạn vui lòng liên hệ trực tiếp với Phòng Đào tạo hoặc đơn vị quản lý sinh viên của Viện/Trường để được hỗ trợ chi tiết.",,,
Khung-DGRL-2020-2021_multi_hop_008,Khung-DGRL-2020-2021_rag_eval_dataset,"Sinh viên hiểu biết và chấp hành pháp luật của Nhà nước, quy định của nhà trường và nơi cư trú, đồng thời đạt danh hiệu Sinh viên năm tốt cấp Trường trở lên thì được cộng tổng cộng bao nhiêu điểm rèn luyện cho hai tiêu chí này?","Hiểu biết và chấp hành pháp luật của Nhà nước, quy định của nhà trường và nơi cư trú được cộng 8 điểm, đạt danh hiệu Sinh viên năm tốt cấp Trường trở lên được cộng thêm 4 điểm, tổng cộng được cộng 12 điểm.","Chào bạn, dựa trên quy định về đánh giá điểm rèn luyện của Đại học Bách Khoa Hà Nội, điểm cộng cho hai tiêu chí bạn nêu như sau:

1.  **Hiểu biết và chấp hành pháp luật của Nhà nước, quy định của nhà trường và nơi cư trú:** Được cộng **8 điểm**.
2.  **Đạt danh hiệu ""Sinh viên 5 tốt"" từ cấp Trường trở lên:** Được cộng **4 điểm**.

Như vậy, tổng cộng bạn sẽ được cộng **12 điểm** cho hai nội dung này.

Nếu cần xác nhận chính thức hoặc có thắc mắc chi tiết về việc áp dụng minh chứng, bạn vui lòng liên hệ Phòng Đào tạo hoặc bộ phận phụ trách công tác sinh viên của trường để được hỗ trợ.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_001,kscs_rag_dataset,Hướng dẫn học tập chương trình đào tạo Kỹ sư chuyên sâu đặc thù 180 TC áp dụng cho sinh viên từ khóa nào trở đi?,Áp dụng với sinh viên các khóa từ K62 trở đi đang học tập và có mong muốn tiếp tục học theo chương trình đào tạo kỹ sư chuyên sâu đặc thù.,"Theo Hướng dẫn học tập chương trình đào tạo Kỹ sư chuyên sâu đặc thù (180 TC), chương trình này áp dụng với sinh viên các khóa từ K62 đang học tập và có mong muốn tiếp tục học tập theo chương trình đào tạo kỹ sư chuyên sâu đặc thù.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_002,kscs_rag_dataset,Sinh viên chưa tốt nghiệp bậc cử nhân cần tích lũy tối thiểu bao nhiêu tín chỉ để được học tích lũy trước các học phần của chương trình Kỹ sư chuyên sâu?,Sinh viên cần tích lũy từ 118 tín chỉ trở lên của chương trình đào tạo cử nhân.,"Theo quy định tại tài liệu hướng dẫn học tập chương trình đào tạo Kỹ sư chuyên sâu đặc thù, sinh viên chưa tốt nghiệp bậc cử nhân cần tích lũy từ **118 tín chỉ trở lên** của chương trình đào tạo cử nhân để được phép học tích lũy trước các học phần của chương trình Kỹ sư.

Một số lưu ý kèm theo:
- Sinh viên được học tích lũy trước tối đa 15 tín chỉ. Nếu tích lũy nhiều hơn 15 tín chỉ thì cũng chỉ được công nhận tối đa 15 tín chỉ.
- Các học phần học tích lũy trước sẽ chưa được tính vào chương trình đào tạo kỹ sư cho đến khi sinh viên được công nhận tốt nghiệp bậc cử nhân và đã đăng ký học tiếp chương trình kỹ sư.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_003,kscs_rag_dataset,Sinh viên chưa tốt nghiệp cử nhân được phép học tích lũy trước tối đa bao nhiêu tín chỉ của chương trình Kỹ sư chuyên sâu?,Tối đa 15 tín chỉ. Trường hợp học tích lũy trước nhiều hơn 15 tín chỉ cũng chỉ được công nhận tối đa 15 tín chỉ.,"Sinh viên chưa tốt nghiệp bậc cử nhân được phép học tích lũy trước tối đa 15 tín chỉ của chương trình đào tạo Kỹ sư chuyên sâu.

Lưu ý:
- Điều kiện để được học tích lũy là sinh viên đã tích lũy từ 118 tín chỉ trở lên của chương trình đào tạo cử nhân.
- Các học phần đã học tích lũy trước sẽ không được tính vào chương trình đào tạo cho tới khi sinh viên được công nhận tốt nghiệp bậc cử nhân và đã đăng ký học tiếp chương trình Kỹ sư.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_004,kscs_rag_dataset,Các học phần đã học tích lũy trước chương trình Kỹ sư chuyên sâu có được tính vào chương trình đào tạo ngay không?,"Không, các học phần tích lũy trước sẽ không được tính vào chương trình đào tạo cho tới khi sinh viên được công nhận tốt nghiệp bậc cử nhân và đồng thời đã đăng ký học tiếp chương trình Kỹ sư chuyên sâu.","Dựa trên các tài liệu cung cấp, việc công nhận các học phần đã tích lũy trước đó vào chương trình đào tạo (đối với chương trình tích hợp) được quy định như sau:

*   **Ngành Hóa học (CH2):** Sinh viên theo học chương trình đào tạo tích hợp sẽ được công nhận 12 tín chỉ kiến thức ngành rộng, bao gồm 6 tín chỉ là đồ án nghiên cứu bậc cử nhân và 6 tín chỉ trong danh mục D1.
*   **Ngành Kỹ thuật điện (EE1):** 
    *   Sinh viên theo học chương trình tích hợp được công nhận 12 tín chỉ kiến thức ngành rộng, bao gồm 8 tín chỉ đồ án nghiên cứu bậc cử nhân và 4 tín chỉ trong khối mô đun tự chọn theo định hướng.
    *   Đối với sinh viên không theo học chương trình tích hợp, mức công nhận tối đa là 6 tín chỉ và cần thực hiện đồ án nghiên cứu đề xuất với thời lượng 6 tín chỉ.

Đối với các ngành khác như Kỹ thuật Cơ điện tử (ME1) hay An toàn không gian số (IT-E15), tài liệu hiện có không đề cập cụ thể về quy định công nhận học phần tích lũy trước đó vào chương trình đào tạo. Nếu bạn đang theo học một trong các ngành này hoặc ngành khác, vui lòng cho biết để tôi có thể hỗ trợ kiểm tra lại thông tin.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_005,kscs_rag_dataset,Sinh viên đã tốt nghiệp bậc cử nhân muốn học chương trình Kỹ sư chuyên sâu phải làm gì?,Sinh viên đã tốt nghiệp cử nhân được đăng ký xét tuyển để học chương trình đào tạo Kỹ sư chuyên sâu. Việc xét tuyển thực hiện theo quy định và hướng dẫn riêng.,"Chào bạn, đối với sinh viên đã tốt nghiệp bậc cử nhân muốn học tiếp chương trình Kỹ sư chuyên sâu tại Đại học Bách khoa Hà Nội, bạn có thể thực hiện theo các hướng dẫn sau:

1. **Tìm hiểu quy định:** Bạn nên tham khảo ""Hướng dẫn học chuyển tiếp chương trình kỹ sư chuyên sâu đặc thù (180 TC)"" được đăng tải trên Cổng thông tin đào tạo của trường tại địa chỉ: [https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=41372](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=41372).
2. **Thủ tục đăng ký:** Nếu cần thực hiện các thủ tục liên quan đến việc đăng ký hoặc thay đổi chương trình đào tạo Kỹ sư chuyên sâu, bạn cần tải mẫu đơn tương ứng, điền đầy đủ thông tin và xin xác nhận của Trường/Khoa quản lý ngành.
3. **Liên hệ hỗ trợ:** Sau khi có đơn đã được xác nhận, bạn chụp và gửi qua email cho chuyên viên phụ trách: **Nguyễn Huy Hùng** (email: [hung.nguyenhuy@hust.edu.vn](mailto:hung.nguyenhuy@hust.edu.vn)).

Để đảm bảo thông tin chính xác và cập nhật nhất cho trường hợp cụ thể của mình, bạn nên liên hệ trực tiếp với **Phòng Đào tạo** hoặc chuyên viên phụ trách tại đơn vị quản lý ngành để được hướng dẫn chi tiết.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_006,kscs_rag_dataset,Sinh viên chương trình Elitech có thể học chuyển tiếp lên chương trình Kỹ sư chuyên sâu nào?,Sinh viên các chương trình Elitech có thể học chuyển tiếp lên chương trình đào tạo Kỹ sư chuyên sâu chuẩn.,"Chào bạn, về câu hỏi của bạn, tôi xin cung cấp thông tin như sau:

Sinh viên các chương trình Elitech có thể học chuyển tiếp lên chương trình Kỹ sư chuyên sâu theo các quy định sau:

*   **Định hướng chuyên ngành:** Sinh viên được phép học theo hướng chuyên ngành Kỹ sư phù hợp với định hướng ở bậc cử nhân. Nếu chọn hướng chuyên ngành Kỹ sư khác với định hướng ở bậc cử nhân, sinh viên sẽ cần học bổ sung các học phần theo quy định.
*   **Điều kiện học tích lũy:**
    *   Sinh viên chưa tốt nghiệp cử nhân: Nếu đã tích lũy từ 118 tín chỉ trở lên, bạn được phép học tích lũy trước tối đa 15 tín chỉ của chương trình Kỹ sư.
    *   Sinh viên đã tốt nghiệp cử nhân: Được đăng ký xét tuyển để học chương trình Kỹ sư theo hướng dẫn riêng.

Dữ liệu hiện tại xác nhận sinh viên chương trình Elitech (ví dụ: chương trình tích hợp Cử nhân – Kỹ sư An toàn không gian số) có lộ trình đào tạo liên thông từ bậc Cử nhân lên Kỹ sư.

Để biết chi tiết về các chương trình Kỹ sư chuyên sâu cụ thể mà ngành của bạn được phép chuyển tiếp, bạn nên liên hệ trực tiếp với **Phòng Đào tạo** hoặc Văn phòng Viện quản lý ngành học của mình để được tư vấn chính xác nhất.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_007,kscs_rag_dataset,Sinh viên chọn hướng chuyên ngành Kỹ sư khác với định hướng ở bậc cử nhân thì phải làm gì?,Sinh viên sẽ cần phải học bổ sung các học phần theo quy định.,"Tôi không tìm thấy thông tin này trong tài liệu hiện có. Các tài liệu cung cấp chỉ nêu cấu trúc chương trình đào tạo và khối lượng tín chỉ, không đề cập đến quy định hoặc thủ tục khi sinh viên thay đổi hướng chuyên ngành giữa bậc cử nhân và bậc kỹ sư.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_008,kscs_rag_dataset,Sinh viên được phép đăng ký học hướng chuyên ngành Kỹ sư như thế nào so với bậc cử nhân?,Sinh viên được phép học theo hướng chuyên ngành Kỹ sư phù hợp với định hướng ở bậc cử nhân. Nếu chọn hướng khác sẽ phải học bổ sung các học phần theo quy định.,"Chào bạn, về quy định đăng ký hướng chuyên ngành Kỹ sư so với bậc Cử nhân, bạn cần lưu ý các điểm sau:

*   **Định hướng chuyên ngành:** Bạn được phép đăng ký học theo hướng chuyên ngành Kỹ sư phù hợp với định hướng đã chọn ở bậc Cử nhân.
*   **Thay đổi hướng chuyên ngành:** Trong trường hợp bạn chọn hướng chuyên ngành Kỹ sư khác với định hướng ở bậc Cử nhân, bạn sẽ cần phải học bổ sung các học phần theo quy định.
*   **Đăng ký học trước:** Khi đang học bậc Cử nhân (đã tích lũy từ 118 tín chỉ trở lên), bạn được phép đăng ký học tích lũy trước tối đa 15 tín chỉ thuộc chương trình đào tạo Kỹ sư.

Nếu cần hướng dẫn chi tiết về quy trình đăng ký hoặc các học phần bổ sung cụ thể cho trường hợp của mình, bạn vui lòng liên hệ trực tiếp với Phòng Đào tạo để được hỗ trợ chính xác nhất.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_009,kscs_rag_dataset,Sinh viên cần hoàn thành những học phần gì để đủ điều kiện tốt nghiệp chương trình đào tạo cử nhân 180 TC?,Cần hoàn thành học phần Thực tập kỹ thuật 2 tín chỉ và Đề án tốt nghiệp cử nhân 6 tín chỉ.,"Chào bạn, với tư cách là trợ lý tư vấn học vụ Đại học Bách Khoa Hà Nội, tôi xin giải đáp thắc mắc của bạn như sau:

Để đủ điều kiện tốt nghiệp chương trình đào tạo cử nhân, sinh viên cần đáp ứng các yêu cầu chung sau đây:

1.  **Hoàn thành chương trình học:**
    *   Hoàn thành đầy đủ các học phần theo yêu cầu của chương trình đào tạo (CTĐT) trong thời gian quy định.
    *   Điểm trung bình tích lũy toàn khóa đạt từ **2,0 trở lên**.
2.  **Đạt chuẩn đầu ra:**
    *   Đạt chuẩn ngoại ngữ đầu ra theo quy định.
3.  **Điều kiện khác:**
    *   Tại thời điểm xét tốt nghiệp, sinh viên không bị truy cứu trách nhiệm hình sự hoặc không đang trong thời gian bị kỷ luật ở mức đình chỉ học tập.

**Lưu ý về cấu trúc chương trình:**
Các chương trình đào tạo cử nhân tại trường thường được chia thành các khối kiến thức chính bao gồm:
*   **Giáo dục đại cương:** Bao gồm các học phần về Lý luận chính trị, Pháp luật, Toán và khoa học cơ bản, Ngoại ngữ, GDTC/GDQP-AN.
*   **Giáo dục chuyên nghiệp:** Bao gồm các học phần Cơ sở và cốt lõi ngành, Kiến thức bổ trợ (kỹ năng mềm, viết và thuyết trình kỹ thuật), các học phần tự chọn, thực tập kỹ thuật và Đồ án tốt nghiệp/Đồ án nghiên cứu.

*Lưu ý: Cấu trúc tín chỉ chi tiết cho từng khối kiến thức có thể khác nhau tùy theo mã ngành cụ thể mà bạn đang theo học. Bạn nên tra cứu chi tiết trong ""Khung chương trình đào tạo"" của ngành mình trên hệ thống thông tin của trường.*

Nếu bạn cần xác nhận chính thức về lộ trình học tập cá nhân hoặc các quy định cụ thể cho ngành học của mình, vui lòng liên hệ trực tiếp với **Phòng Đào tạo** để được hỗ trợ chi tiết.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_010,kscs_rag_dataset,Sinh viên đã được công nhận tốt nghiệp bậc cử nhân nhưng chưa đăng ký học chuyển tiếp lên Kỹ sư chuyên sâu thì điều gì xảy ra?,Sinh viên sẽ không được phép đăng ký học tập ở kỳ kế tiếp.,"Khi sinh viên đã được công nhận tốt nghiệp bậc cử nhân nhưng chưa đăng ký học chuyển tiếp lên chương trình đào tạo Kỹ sư chuyên sâu:

*   Sinh viên sẽ không được phép đăng ký học tập ở kỳ kế tiếp.
*   Trên hệ thống quản lý học tập, trạng thái của sinh viên sẽ là ""Tốt nghiệp ra trường"".",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_011,kscs_rag_dataset,"Khi được công nhận tốt nghiệp chương trình cử nhân 180 TC, sinh viên nhận được những gì?",Sinh viên được cấp bằng tốt nghiệp cử nhân theo quy định và đồng thời được chính thức chuyển sang học chương trình Kỹ sư chuyên sâu 180 TC. Khi đó các học phần đã tích lũy trước sẽ được xét công nhận thuộc chương trình Kỹ sư chuyên sâu.,"Khi được công nhận tốt nghiệp chương trình đào tạo cử nhân (thuộc chương trình kỹ sư chuyên sâu đặc thù 180 tín chỉ), sinh viên sẽ nhận được các kết quả sau:

*   Được cấp bằng tốt nghiệp cử nhân theo quy định.
*   Được chính thức chuyển sang học chương trình đào tạo kỹ sư 180 tín chỉ.
*   Các học phần đã tích lũy trước đó sẽ được xét công nhận thuộc chương trình đào tạo kỹ sư của sinh viên.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_012,kscs_rag_dataset,"Khi đủ điều kiện tốt nghiệp bậc cử nhân, sinh viên cần thực hiện đồng thời hai thủ tục nào?",Sinh viên cần đăng ký tốt nghiệp cử nhân và đồng thời đăng ký học chuyển tiếp lên chương trình đào tạo Kỹ sư chuyên sâu.,"Khi đủ điều kiện tốt nghiệp bậc cử nhân, sinh viên cần thực hiện đồng thời hai thủ tục sau:

1. **Đăng ký tốt nghiệp.**
2. **Đăng ký học chuyển tiếp lên chương trình đào tạo Kỹ sư (KS).**

Lưu ý: Sinh viên đã được công nhận tốt nghiệp bậc cử nhân nhưng chưa đăng ký học chuyển tiếp lên chương trình đào tạo Kỹ sư sẽ không được phép đăng ký học tập ở kỳ kế tiếp.

Nếu bạn cần hỗ trợ thêm về quy trình hoặc các thủ tục hành chính liên quan, vui lòng liên hệ Phòng Đào tạo hoặc Ban Công tác sinh viên để được hướng dẫn chi tiết.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_013,kscs_rag_dataset,Điểm của các học phần bậc Kỹ sư chuyên sâu có được dùng để xét cấp học bổng khuyến khích học tập ở bậc cử nhân không?,"Không, điểm của các học phần bậc Kỹ sư chuyên sâu đặc thù sẽ không được sử dụng để xét cấp học bổng khuyến khích học tập ở bậc cử nhân.","Theo tài liệu hướng dẫn học tập chương trình đào tạo kỹ sư chuyên sâu đặc thù, điểm của các học phần bậc kỹ sư chuyên sâu đặc thù sẽ không được sử dụng để xét cấp học bổng khuyến khích học tập ở bậc cử nhân.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_014,kscs_rag_dataset,Điểm trung bình toàn khóa của chương trình Kỹ sư chuyên sâu 180 TC được tính như thế nào?,"Là điểm trung bình tích lũy của cả giai đoạn đào tạo cử nhân đã tốt nghiệp và giai đoạn đào tạo kỹ sư, với trọng số là tỷ lệ phần trăm của số tín chỉ tích lũy của mỗi giai đoạn trong tổng số tín chỉ tích lũy của cả hai giai đoạn.","Theo tài liệu hướng dẫn học tập chương trình đào tạo kỹ sư chuyên sâu đặc thù (180 tín chỉ), điểm trung bình toàn khóa được tính như sau:

*   **Cách tính:** Là điểm trung bình tích lũy của cả giai đoạn đào tạo cử nhân đã tốt nghiệp và giai đoạn đào tạo kỹ sư.
*   **Trọng số:** Được tính dựa trên tỷ lệ phần trăm của số tín chỉ tích lũy của mỗi giai đoạn đào tạo trong tổng số tín chỉ tích lũy của cả hai giai đoạn.

Lưu ý: Điểm của các học phần bậc kỹ sư chuyên sâu đặc thù sẽ không được sử dụng để xét cấp học bổng khuyến khích học tập ở bậc cử nhân.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_015,kscs_rag_dataset,Sinh viên cần đạt chứng chỉ ngoại ngữ tối thiểu ở trình độ nào để được cấp bằng Kỹ sư chuyên sâu đặc thù?,Cần đạt chứng chỉ ngoại ngữ tối thiểu trình độ B2 (hoặc tương đương) theo Khung năng lực ngoại ngữ 6 bậc của Việt Nam.,"Để được cấp bằng Kỹ sư chuyên sâu đặc thù, sinh viên cần đạt chứng chỉ ngoại ngữ tối thiểu ở trình độ B2 (hoặc tương đương) theo Khung năng lực ngoại ngữ 6 bậc của Việt Nam.

Ngoài ra, đối với các chương trình cụ thể, tài liệu có quy định bổ sung như sau:
*   **Đối với chương trình đào tạo PFIEV:** Sinh viên cần đạt trình độ DELF B2 hoặc chứng chỉ tiếng Anh đạt trình độ tối thiểu từ Bậc 4 (theo Phụ lục II).
*   **Đối với chương trình Công nghệ thông tin Việt-Pháp:** Tài liệu không quy định chuẩn ngoại ngữ đầu ra cho bậc kỹ sư chuyên sâu đặc thù.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_016,kscs_rag_dataset,Bằng Kỹ sư chuyên sâu đặc thù tương ứng với bậc mấy theo Khung trình độ quốc gia Việt Nam?,Bằng Kỹ sư chuyên sâu đặc thù tương ứng trình độ Bậc 7 theo Khung trình độ quốc gia Việt Nam.,Bằng Kỹ sư chuyên sâu đặc thù tương ứng với trình độ Bậc 7 theo Khung trình độ quốc gia Việt Nam.,,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_017,kscs_rag_dataset,"Sau khi được công nhận tốt nghiệp cử nhân và đăng ký học tiếp chương trình Kỹ sư chuyên sâu, sinh viên được cấp gì trên hệ thống quản lý học tập?",Sinh viên được cấp mã số người học mới dựa trên mã số sinh viên bậc cử nhân.,"Sau khi được công nhận tốt nghiệp cử nhân và đăng ký học tiếp chương trình Kỹ sư chuyên sâu, sinh viên sẽ được cấp mã số người học mới dựa trên mã số sinh viên bậc cử nhân trên hệ thống quản lý học tập.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_018,kscs_rag_dataset,Sinh viên tốt nghiệp cử nhân nhưng không đăng ký học tiếp chương trình Kỹ sư chuyên sâu sẽ có trạng thái gì trên hệ thống?,Trạng thái sinh viên sẽ là 'Tốt nghiệp ra trường'.,"Theo Hướng dẫn học tập chương trình đào tạo kỹ sư chuyên sâu đặc thù, sinh viên đã được công nhận tốt nghiệp cử nhân nhưng không đăng ký học tiếp chương trình kỹ sư chuyên sâu sẽ có trạng thái trên hệ thống là ""Tốt nghiệp ra trường"".",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_019,kscs_rag_dataset,Thời gian học chương trình Kỹ sư chuyên sâu của người học được tính từ khi nào?,Thời gian học được tính từ khi có quyết định cho phép học chương trình đào tạo Kỹ sư chuyên sâu.,"Tôi không tìm thấy thông tin cụ thể về thời điểm bắt đầu tính thời gian học chương trình Kỹ sư chuyên sâu trong tài liệu hiện có.

Tài liệu chỉ cung cấp các quy định về điều kiện đăng ký học tích lũy trước, lộ trình xét duyệt và công nhận học viên kỹ sư chuyên sâu, cũng như cách tính điểm trung bình toàn khóa dựa trên giai đoạn đào tạo cử nhân và giai đoạn đào tạo kỹ sư.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_020,kscs_rag_dataset,Người học chương trình Kỹ sư chuyên sâu có được nhận học bổng khuyến khích học tập không?,"Không, học bổng khuyến khích học tập không áp dụng với người học (là học viên) theo chương trình đào tạo Kỹ sư chuyên sâu.","Theo quy định hiện hành của Đại học Bách khoa Hà Nội, học bổng khuyến khích học tập **không áp dụng** đối với người học (học viên) theo chương trình đào tạo Kỹ sư chuyên sâu.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_021,kscs_rag_dataset,Người học chương trình Kỹ sư chuyên sâu có được cấp thẻ học viên không?,"Có, người học chương trình Kỹ sư chuyên sâu sẽ được cấp thẻ học viên.",Người học theo chương trình đào tạo Kỹ sư chuyên sâu đặc thù sẽ được cấp thẻ học viên.,,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_simple_022,kscs_rag_dataset,Bảo hiểm y tế có bắt buộc với người học chương trình Kỹ sư chuyên sâu không?,"Có, người học theo chương trình Kỹ sư chuyên sâu sẽ phải có bảo hiểm y tế bắt buộc theo quy định.","Có, bảo hiểm y tế là bắt buộc đối với người học chương trình Kỹ sư chuyên sâu (CTĐT KS). Theo hướng dẫn về chương trình đào tạo này, người học theo học CTĐT KS phải có bảo hiểm y tế bắt buộc theo quy định.",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_multi_hop_024,kscs_rag_dataset,Sinh viên K65 đã tích lũy 120 tín chỉ cử nhân muốn học trước các môn Kỹ sư chuyên sâu thì được đăng ký tối đa bao nhiêu tín chỉ và những tín chỉ đó có được tính ngay không?,Được đăng ký tối đa 15 tín chỉ (dù học nhiều hơn cũng chỉ công nhận 15 TC). Các tín chỉ này chưa được tính vào chương trình Kỹ sư chuyên sâu cho đến khi sinh viên được công nhận tốt nghiệp cử nhân và đăng ký học tiếp chương trình Kỹ sư.,"Dựa trên các tài liệu được cung cấp, dưới đây là thông tin phản hồi cho trường hợp của bạn:

*   **Số tín chỉ được phép đăng ký học trước:** Bạn được phép đăng ký học tích lũy trước tối đa **15 tín chỉ** các học phần thuộc chương trình đào tạo kỹ sư chuyên sâu.
*   **Việc tính các tín chỉ này:**
    *   Các học phần đã học tích lũy trước **không được tính ngay** vào chương trình đào tạo cho tới khi bạn được công nhận tốt nghiệp bậc cử nhân và đồng thời đã đăng ký học tiếp chương trình đào tạo kỹ sư.
    *   Toàn bộ tín chỉ tích lũy trước đều được tính ngoài chương trình đào tạo cử nhân.
    *   Các tín chỉ này chỉ được tính vào chương trình đào tạo kỹ sư sau khi bạn đã tốt nghiệp cử nhân và có quyết định công nhận là học viên kỹ sư chính thức.

Bạn có thể xem chi tiết kế hoạch đăng ký học tích hợp chương trình kỹ sư chuyên sâu [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayKeHoach?kehoach=28236).",,,
01_3_HD_hoc_chuyen_tiep_ky_su_180_TC_Final_multi_hop_025,kscs_rag_dataset,Sinh viên chương trình Elitech muốn học lên Kỹ sư chuyên sâu và chọn hướng chuyên ngành khác với định hướng cử nhân thì sẽ phải thực hiện những gì?,Sinh viên Elitech học chuyển tiếp lên chương trình Kỹ sư chuẩn (không phải Elitech). Nếu chọn hướng chuyên ngành Kỹ sư khác với định hướng bậc cử nhân thì phải học bổ sung các học phần theo quy định.,"Chào bạn, dựa trên quy định đào tạo của Đại học Bách khoa Hà Nội, đối với sinh viên chương trình Elitech muốn học lên Kỹ sư chuyên sâu nhưng chọn hướng chuyên ngành khác với định hướng ở bậc cử nhân, bạn cần thực hiện yêu cầu sau:

*   **Học bổ sung:** Bạn sẽ cần phải học bổ sung các học phần theo quy định để đáp ứng yêu cầu của hướng chuyên ngành Kỹ sư mới mà bạn đã chọn.

Để được hướng dẫn chi tiết về danh mục các học phần cần bổ sung cụ thể cho trường hợp của mình, bạn nên liên hệ trực tiếp với **Phòng Đào tạo** hoặc bộ phận quản lý đào tạo của Viện chuyên ngành để được hỗ trợ xác nhận chính thức.",,,
